Cited Journal Data: IEEE T BIO-MED ENG,,,,,,,,,,,,,,
298,2.367,SOFT COMPUT,13,0,2,2,0,0,1,2,0,0,2,4
299,,2017 1 INT C EL MAXB,12,0,1,0,1,1,0,1,1,0,0,7
300,,2017 INT C COMPXB,12,0,1,2,0,0,0,1,1,0,2,5
301,,2017 PROGR EL RES XB,12,0,1,0,3,0,0,0,0,0,0,8
302,21.950,ADV MATER,12,0,1,0,1,0,1,0,1,1,0,7
303,3.864,ANALYST,12,0,0,0,1,1,0,0,0,0,0,10
304,3.814,ARTIF INTELL REV,12,0,0,3,2,0,0,1,4,0,0,2
305,10.848,BRAIN,12,0,2,1,0,0,1,0,0,0,0,8
306,,CAN CON EL COMP EN,12,0,0,2,1,0,2,0,2,1,0,4
307,2.921,DIABETES TECHNOL THE,12,3,0,0,2,1,3,1,1,0,0,1
308,1.430,EXPERT SYST,12,0,0,2,0,0,1,2,1,1,0,5
309,,IEEE DECIS CONTR P,12,1,0,2,0,0,1,0,1,0,0,7
310,,IEEE GLOB COMM CONF,12,0,0,0,2,2,2,2,1,0,0,3
311,4.075,IEEE J SOLID-ST CIRC,12,1,0,0,0,0,2,2,0,1,0,6
312,5.135,IEEE T SYST MAN CY-S,12,0,0,1,1,1,0,2,1,1,0,5
313,0.745,INT J MICROW WIREL T,12,0,1,1,1,0,2,0,0,1,0,6
314,,INT SYMP ADV TOP,12,0,2,0,0,1,1,1,0,0,1,6
315,,INT WINT WORKSH BR,12,0,1,1,2,2,0,1,0,0,3,2
316,2.325,J BIONIC ENG,12,0,0,0,1,0,0,0,0,2,1,8
317,7.877,J CONTROL RELEASE,12,0,1,0,0,0,0,1,3,1,1,5
318,,J FUNDAM APPL SCI,12,0,1,2,0,0,0,0,1,2,0,6
319,3.612,J MAGN RESON IMAGING,12,0,2,2,1,0,0,1,2,1,0,3
320,4.540,J PHYSIOL-LONDON,12,0,0,1,1,0,1,0,1,0,0,8
321,2.057,J SENSORS,12,0,3,1,0,1,2,0,0,1,1,3
322,4.396,KNOWL-BASED SYST,12,0,1,2,1,1,2,1,0,1,0,3
323,,LECT NOTES ARTIF INT,12,0,0,1,0,1,1,0,0,1,1,7
324,5.071,MICROSYST NANOENG,12,0,1,0,0,2,0,0,1,0,0,8
325,0.948,MICROW OPT TECHN LET,12,0,0,0,0,0,2,2,1,0,0,7
326,1.651,NEURAL COMPUT,12,0,0,1,0,0,1,1,0,0,2,7
327,0.494,REV IBEROAM AUTOM IN,12,1,0,0,2,0,0,0,0,1,2,6
328,1.177,ROBOTICA,12,0,0,1,1,1,2,3,1,1,0,2
329,2.792,SPINE,12,0,0,1,0,0,0,0,0,1,0,10
330,,ADV COOP ROBXB,11,0,0,0,1,1,1,0,0,0,0,8
331,,ADV ELECTR ELECTRON,11,0,0,0,0,0,6,0,0,0,0,5
332,2.073,ANAL METHODS-UK,11,0,1,2,2,2,0,0,1,0,1,2
333,0.800,ANALOG INTEGR CIRC S,11,0,0,1,0,0,1,1,1,1,0,6
334,1.562,ANN NONINVAS ELECTRO,11,0,0,1,0,0,2,1,1,0,0,6
335,2.617,APPL MATH MODEL,11,0,0,0,0,0,0,0,0,0,0,11
336,2.111,ARTIF ORGANS,11,0,0,0,1,0,0,1,1,0,0,8
337,6.308,CEREB CORTEX,11,0,0,0,0,0,0,1,0,0,0,10
338,1.546,EUR ARCH OTO-RHINO-L,11,0,0,0,0,2,0,1,0,2,0,6
339,,IEEE INT CONF FUZZY,11,0,0,1,3,0,0,1,0,1,2,3
340,0.587,IEEE PULSE,11,0,1,4,2,0,0,0,0,1,3,0
341,2.823,IEEE T CIRCUITS-I,11,1,1,0,0,2,0,1,0,0,0,6
342,2.450,IEEE T CIRCUITS-II,11,1,0,1,0,0,0,0,0,0,0,9
343,5.430,IEEE T IND INFORM,11,0,1,0,2,0,2,0,0,0,0,6
344,3.977,IEEE T MULTIMEDIA,11,0,1,1,1,1,2,2,2,0,0,1
345,,INT J COMPUT SCI NET,11,0,0,0,0,1,0,1,1,0,1,7
346,2.145,INT J ENV RES PUB HE,11,0,1,1,0,1,0,1,0,0,0,7
347,2.957,INT J MED INFORM,11,0,1,1,1,0,1,1,0,0,1,5
348,,INT SYMP NEXTGEN,11,0,0,3,2,1,1,1,0,0,0,3
349,1.521,J DYN SYST-T ASME,11,0,0,0,0,1,2,1,0,0,1,6
350,0.597,J ELECTR ENG TECHNOL,11,0,0,0,1,2,1,1,0,2,0,4
351,2.093,J THERM BIOL,11,0,0,0,0,0,1,0,0,0,1,9
352,2.234,NEURAL REGEN RES,11,1,1,0,0,0,0,0,0,1,1,7
353,5.719,NEUROTHERAPEUTICS,11,0,1,0,0,1,0,2,0,0,1,6
354,,P ASM 10 ANN DYNXB,11,0,0,0,0,1,1,1,1,0,1,6
355,2.118,PEERJ,11,0,0,0,0,0,1,1,1,0,0,8
356,2.300,ULTRASONIC IMAGING,11,1,0,0,0,3,1,0,0,0,0,6
357,,2017 40 INT CONVXB,10,0,0,0,0,2,1,0,0,2,0,5
358,,2017 IEEE 8 CONTRXB,10,0,0,0,0,0,0,1,0,1,0,8
359,6.383,ACTA BIOMATER,10,0,0,1,0,2,0,0,3,0,0,4
360,3.569,AM J PHYSIOL-HEART C,10,0,1,0,0,0,0,1,0,2,0,6
361,8.788,ANNU REV BIOMED ENG,10,0,1,1,1,3,0,1,1,0,0,2
362,2.879,ARTIF INTELL MED,10,0,0,1,0,2,1,1,2,0,0,3
363,,BEHAV RES METHODS,10,0,0,0,0,1,0,0,3,1,1,4
364,1.440,BIOL CYBERN,10,0,0,0,1,2,0,0,0,2,0,5
365,,BIOMED ENG INT CONF,10,1,0,1,0,1,1,1,0,0,1,4
366,,BIOSENSORS-BASEL,10,0,0,1,2,0,1,0,0,0,1,5
367,,C IND ELECT APPL,10,0,0,0,2,0,1,1,1,2,0,3
368,3.260,CYTOM PART A,10,0,0,0,3,0,2,0,2,1,0,2
369,,FRONT SYST NEUROSCI,10,0,1,0,0,0,0,0,0,0,0,9
370,,IEEE INT CONF SIG PR,10,0,0,1,0,0,0,0,0,0,3,6
371,4.585,IEEE T AFFECT COMPUT,10,0,0,0,0,0,0,2,2,0,0,6
372,,INT C PERVAS COMP,10,0,2,1,1,0,1,0,1,1,0,3
373,,INT ELECT ENG CONGR,10,0,0,0,0,1,0,1,0,0,2,6
374,3.891,INT J HEAT MASS TRAN,10,0,0,0,0,0,0,0,0,0,0,10
375,3.179,J EXP BIOL,10,0,1,0,0,0,0,0,0,0,1,8
376,1.638,J MEMBRANE BIOL,10,0,1,1,0,3,1,1,0,1,0,2
377,5.002,J NEUROTRAUM,10,0,0,0,2,0,1,1,0,1,0,5
378,1.566,J OPT SOC AM A,10,0,0,0,1,0,1,0,2,1,1,4
379,2.266,J VISION,10,0,0,0,0,2,0,0,1,0,0,7
380,17.753,NANO TODAY,10,0,2,0,0,0,0,0,0,0,0,8
381,2.917,NANOSCI NANOTECH LET,10,0,1,0,0,1,1,0,0,0,1,6
382,3.852,NEUROINFORMATICS,10,0,1,2,2,0,1,0,3,1,0,0
383,,NEUROMETHODS,10,0,0,0,0,0,0,0,0,0,0,10
384,1.281,PATTERN ANAL APPL,10,0,0,0,0,0,2,2,0,1,1,4
385,,PHYSIOL REP,10,0,0,0,0,1,0,0,1,0,0,8
386,2.935,POLYMERS-BASEL,10,0,0,1,1,0,2,1,1,0,0,4
387,,PR ELECTROMAGN RES S,10,0,0,4,1,1,0,0,0,1,0,3
388,2.963,SMART MATER STRUCT,10,0,0,1,0,2,0,1,0,2,1,3
389,1.585,SPEECH COMMUN,10,0,0,1,0,3,1,1,0,1,1,2
390,1.651,TECHNOL CANCER RES T,10,0,0,3,1,0,2,0,0,0,0,4
391,,TUMOR BIOL,10,0,0,0,2,1,1,0,5,1,0,0
392,3.709,WIRES SYST BIOL MED,10,0,1,0,1,1,1,1,0,0,0,5
393,,WOODH PUBL SER BIOM,10,0,0,1,0,1,0,1,2,0,2,3
394,,2017 11 INT C SIGNXB,9,0,0,0,0,1,0,1,0,0,0,7
395,,2017 22 INT C METHXB,9,0,0,0,0,2,1,1,1,0,1,3
396,,2017 40 INT C TELXB,9,0,0,0,0,0,0,1,2,0,0,6
397,,2017 INT C INF HLTXB,9,0,0,0,1,1,2,1,0,0,0,4
398,,2017 INT C INN ELXB,9,0,0,0,2,0,0,2,0,0,1,4
399,,2017 INT C SEC PATXB,9,0,0,2,0,0,1,0,1,0,0,5
400,,3D BIOPR FUND PRINXB,9,0,0,0,0,7,0,0,0,0,0,2
401,5.711,ACS SENSORS,9,0,0,2,1,0,1,0,0,0,0,5
402,1.721,APPL ACOUST,9,0,0,0,0,0,1,1,0,0,0,7
403,1.791,APPL OPTICS,9,0,0,0,1,0,0,2,0,0,0,6
404,1.635,BMC MED IMAGING,9,0,2,1,1,2,0,0,1,0,0,2
405,2.134,BURNS,9,0,0,0,0,0,0,0,0,0,0,9
406,0.261,ELECTR COMMUN JPN,9,0,0,0,3,1,1,0,0,0,0,4
407,2.676,ENERGIES,9,1,2,0,0,1,2,1,0,0,0,2
408,,FRONT PUBLIC HEALTH,9,0,0,0,0,0,2,2,0,0,1,4
409,4.743,HEART RHYTHM,9,2,0,1,0,0,0,0,0,1,0,5
410,2.428,IEEE ACM T COMPUT BI,9,0,0,1,2,0,0,1,1,2,1,1
411,,IEEE C WIREL MOB,9,0,0,0,0,0,0,2,0,0,0,7
412,,IEEE ICC,9,0,0,0,1,2,1,1,1,0,0,3
413,4.883,IEEE T CONTR SYST T,9,0,0,0,2,2,2,1,0,0,0,2
414,8.803,IEEE T CYBERNETICS,9,0,1,0,1,1,0,2,1,0,1,2
415,0.475,IEICE ELECTRON EXPR,9,0,1,0,0,0,2,2,1,0,0,3
416,0.829,IETE J RES,9,0,0,0,0,0,1,1,0,1,1,5
417,,IFMBE PROC,9,0,0,0,0,0,0,1,1,0,1,6
418,2.082,INT J ADAPT CONTROL,9,0,0,0,0,1,3,0,0,0,3,2
419,0.952,INT J ADV ROBOT SYST,9,2,0,0,0,0,0,1,3,1,1,1
420,1.378,INT J ANTENN PROPAG,9,0,2,0,1,0,1,0,0,1,1,3
421,4.047,INT J ROBOT RES,9,0,0,0,1,0,1,1,1,0,3,2
422,2.185,INT J SYST SCI,9,0,0,1,0,1,0,2,0,0,0,5
423,0.906,INTEGRATION,9,0,0,0,0,2,2,5,0,0,0,0
424,3.476,J ALZHEIMERS DIS,9,0,0,2,3,0,1,0,0,0,0,3
425,4.450,J AM HEART ASSOC,9,3,1,0,0,1,0,1,0,0,0,3
426,1.536,J DIGIT IMAGING,9,0,1,3,1,1,0,0,0,2,0,1
427,1.151,J INDIAN I SCI,9,0,1,2,1,0,0,1,1,0,0,3
428,3.046,J MAGN MAGN MATER,9,0,0,3,0,0,1,0,0,0,2,3
429,3.239,J MECH BEHAV BIOMED,9,0,1,1,0,1,0,1,0,1,0,4
430,2.233,J MECH ROBOT,9,0,0,0,0,2,2,0,2,0,1,2
431,,L N INST COMP SCI SO,9,0,0,1,2,0,1,1,0,0,0,4
432,2.442,LARYNGOSCOPE,9,0,0,0,0,1,0,2,0,2,0,4
433,5.080,MAT SCI ENG C-MATER,9,0,1,2,1,1,0,0,2,0,1,1
434,1.145,MATH PROBL ENG,9,0,1,1,1,0,0,0,0,0,0,6
435,1.531,METHOD INFORM MED,9,0,0,1,2,3,0,0,0,0,0,3
436,1.322,MICROELECTRON J,9,0,0,0,0,0,0,0,1,1,3,4
437,12.353,NAT COMMUN,9,0,0,0,1,0,0,0,0,0,0,8
438,14.319,NEURON,9,0,0,0,1,0,1,0,0,0,0,7
439,2.874,PROG ELECTROMAGN RES,9,0,0,1,1,2,1,0,2,0,0,2
440,2.231,QUANT IMAG MED SURG,9,1,0,0,1,1,0,1,1,0,1,3
441,2.936,RSC ADV,9,0,0,0,2,0,1,3,0,0,0,3
442,1.938,SCI CHINA TECHNOL SC,9,0,1,0,1,0,1,1,0,0,1,4
443,2.839,SEIZURE-EUR J EPILEP,9,0,0,0,2,1,1,0,0,0,1,4
444,0.482,SENSOR MATER,9,0,1,0,0,0,0,1,0,2,1,4
445,5.135,SLEEP,9,0,0,0,2,0,1,0,0,1,0,5
446,0.311,ZH VYSSH NERV DEYAT+,9,0,0,0,1,0,0,0,0,0,0,8
447,,2017 14 INT C ELXB,8,0,0,1,1,1,0,0,0,0,0,5
448,,2017 2 INT C CONVXB,8,0,1,0,0,0,0,0,0,0,0,7
449,,2017 IEEE MTTS INTXB,8,0,3,1,1,2,0,0,0,0,0,1
450,2.019,ACM T MULTIM COMPUT,8,0,1,1,0,0,2,0,1,2,0,1
451,,ADV INTEL SYS RES,8,0,0,0,1,1,1,1,0,0,0,4
452,,AER ADV ENG RES,8,0,1,0,1,0,0,0,1,0,0,5
453,2.300,APPL MATH COMPUT,8,0,0,0,0,0,0,0,1,0,0,7
454,3.495,BIOPHYS J,8,1,1,1,0,1,0,1,0,0,0,3
455,,CACS INT AUTOMAT CON,8,1,3,0,2,1,0,0,0,0,0,1
456,2.213,CHAOS SOLITON FRACT,8,0,0,0,0,1,1,0,1,3,0,2
457,1.807,CLIN EEG NEUROSCI,8,0,0,0,0,1,0,0,0,0,1,6
458,,COMP M BIO BIO E-IV,8,0,0,0,0,0,2,1,1,0,0,4
459,0.883,CURR SCI INDIA,8,0,0,0,1,0,0,0,0,0,0,7
460,1.360,ELECTROMAGN BIOL MED,8,0,0,1,0,0,1,0,0,0,0,6
461,2.832,EUR J NEUROSCI,8,0,0,0,0,0,0,0,1,0,0,7
462,1.947,EUR PHYS J-SPEC TOP,8,0,0,0,0,0,0,0,0,0,0,8
463,4.483,EXP NEUROL,8,0,0,0,0,0,0,0,0,0,1,7
464,,IEEE GLOB CONF CONSU,8,0,0,0,1,0,2,1,0,1,0,3
465,,IEEE INT AUT MEET,8,0,0,0,0,0,1,1,0,0,0,6
466,0.502,IEEE LAT AM T,8,0,0,0,0,0,0,1,2,0,0,5
467,,IEEE RAD CONF,8,0,1,5,1,0,1,0,0,0,0,0
468,3.573,IEEE ROBOT AUTOM MAG,8,0,1,2,0,2,0,0,1,1,0,1
469,2.620,IEEE T ELECTRON DEV,8,0,0,0,0,0,0,1,0,1,0,6
470,3.078,IEEE T VIS COMPUT GR,8,0,0,0,0,1,2,0,0,0,1,4
471,0.519,IJST-T ELECTR ENG,8,0,0,0,0,0,0,0,0,0,1,7
472,4.034,INT J CARDIOL,8,0,0,1,0,1,1,1,0,0,1,3
473,2.173,INT J CONTROL AUTOM,8,0,0,0,2,1,0,0,0,1,0,4
474,,INT J WIREL INF NETW,8,0,1,2,0,1,2,1,0,0,0,1
475,,INT SYM MED INFORM,8,0,0,2,0,1,2,0,0,0,2,1
476,0.652,INTELL AUTOM SOFT CO,8,0,0,0,0,1,0,0,0,0,0,7
477,3.370,ISA T,8,0,0,1,1,0,0,0,0,0,0,6
478,0.878,J AMB INTEL SMART EN,8,0,0,0,2,3,1,0,2,0,0,0
479,2.873,J CARDIOVASC ELECTR,8,1,0,3,0,0,0,0,0,0,1,3
480,1.606,J COMPUT NEUROSCI,8,0,2,0,0,1,0,0,0,1,1,3
481,0.780,J ELECTRON IMAGING,8,0,1,1,1,0,0,1,0,0,0,4
482,2.373,J PHYS D APPL PHYS,8,0,2,1,0,0,1,0,0,0,0,4
483,4.000,J PSYCHIATR RES,8,1,0,0,0,0,1,0,1,0,0,5
484,2.467,MATERIALS,8,0,0,0,0,1,1,0,0,0,0,6
485,1.628,MATH MED BIOL,8,0,0,0,0,0,0,1,0,1,0,6
486,0.571,MINERVA CARDIOANGIOL,8,0,1,0,0,1,0,2,1,0,1,2
487,2.045,NEUROPHYSIOL CLIN,8,0,0,1,0,0,0,0,0,1,0,6
488,,ONCOTARGET,8,0,0,0,3,0,0,0,1,0,1,3
489,0.993,OPT ENG,8,0,0,0,2,2,2,0,0,0,0,2
490,,P 2017 ACM INTXB,8,1,2,1,1,1,0,1,1,0,0,0
491,3.427,PROG BIOPHYS MOL BIO,8,0,0,1,0,0,0,2,0,1,0,4
492,,RSC SMART MATER,8,0,0,2,0,0,0,1,1,0,0,4
493,11.511,SCI ADV,8,0,2,1,0,0,0,0,1,0,0,4
494,,2017 2 INT C ADVXB,7,0,0,0,0,1,0,1,1,0,0,4
495,,2017 32 YOUTH ACXB,7,0,0,1,0,1,1,1,0,0,0,3
496,,2017 56 ANN C SOCXB,7,0,0,0,0,1,3,0,0,1,0,2
497,,2017 IEEE 3 INFXB,7,0,0,0,2,0,1,1,0,1,0,2
498,,2017 IEEE 3 INT FOXB,7,1,1,0,1,0,0,0,0,0,0,4
499,,2017 INT WORKSH ANXB,7,0,0,1,1,0,0,2,0,0,0,3
500,1.653,AIP ADV,7,1,1,1,0,0,0,0,0,0,0,4
501,5.431,ANAESTHESIA,7,0,0,0,1,1,2,1,1,0,0,1
502,3.173,BEHAV BRAIN RES,7,0,0,0,0,0,1,0,1,0,2,3
503,6.499,BRIT J ANAESTH,7,0,0,0,2,0,0,0,0,0,0,5
504,1.601,CLUSTER COMPUT,7,0,0,0,0,2,1,0,0,0,0,4
505,3.113,COMPUT CHEM ENG,7,0,0,2,4,0,0,0,0,0,1,0
506,1.860,COMPUT MATH APPL,7,1,0,0,1,0,0,0,0,0,0,5
507,2.120,CURR EYE RES,7,0,0,1,2,0,0,2,0,1,0,1
508,5.116,ELECTROCHIM ACTA,7,0,0,1,0,0,0,0,0,0,0,6
509,1.232,ELECTRON LETT,7,0,0,1,1,2,1,2,0,0,0,0
510,1.088,ELEKTRON ELEKTROTECH,7,0,1,1,0,0,3,0,1,0,0,1
511,,ENG J-THAIL,7,0,0,1,0,0,0,0,1,1,2,2
512,,ENG SCI TECHNOL,7,0,0,0,0,1,0,1,0,1,1,3
513,,EUR REV,7,0,0,0,0,0,0,1,0,0,2,4
514,3.974,EXPERT OPIN BIOL TH,7,0,0,0,2,2,0,1,0,0,0,2
515,,HUM COMPU,7,0,0,0,2,0,0,0,0,0,0,5
516,1.840,HUM MOVEMENT SCI,7,0,0,0,1,0,1,0,1,0,0,4
517,20.230,IEEE COMMUN SURV TUT,7,0,1,2,0,2,1,0,0,0,0,1
518,,IEEE MTT S INT MICR,7,0,1,2,2,0,1,0,0,0,0,1
519,5.007,IEEE T AUTOMAT CONTR,7,0,0,1,0,0,2,0,1,0,0,3
520,1.253,IEEE T PLASMA SCI,7,0,0,1,0,0,0,1,0,2,1,2
521,1.744,IEEE T VLSI SYST,7,0,0,0,0,1,0,2,0,0,0,4
522,0.800,INF TECHNOL CONTROL,7,0,0,0,0,0,0,0,0,0,1,6
523,6.639,INFORM FUSION,7,0,0,0,1,1,2,0,0,1,0,2
524,,INT C SYST INFORM,7,1,1,0,0,0,0,1,1,0,0,3
525,,INT J FUZZY LOG INTE,7,0,0,1,0,0,0,0,1,1,1,3
526,1.429,INT J IND ERGONOM,7,0,0,0,0,0,0,0,1,0,0,6
527,3.687,INT J MOL SCI,7,0,2,0,0,1,2,0,0,0,0,2
528,1.065,INT J ROBOT AUTOM,7,0,0,0,0,1,2,1,0,1,0,2
529,3.388,INVEST OPHTH VIS SCI,7,1,0,0,0,0,0,0,0,0,0,6
530,1.996,J COMPUT NONLIN DYN,7,0,2,1,0,0,0,0,0,0,0,4
531,,J ENG SCI TECHNOL,7,0,0,1,0,1,0,1,0,0,1,3
532,3.576,J FRANKLIN I,7,0,0,0,0,1,1,0,1,0,0,4
533,4.776,J MATER CHEM B,7,0,0,1,1,1,0,0,0,0,1,3
534,2.475,J MICROELECTROMECH S,7,0,0,0,1,0,1,0,0,0,1,4
535,4.319,J NEUROSURG,7,0,0,0,0,1,0,0,1,1,0,4
536,,J SEMICOND,7,0,0,1,0,0,0,0,0,1,0,5
537,1.088,J SIGNAL PROCESS SYS,7,0,0,0,0,1,0,1,1,1,0,3
538,,LECT N BIOENG,7,0,0,0,0,0,0,0,0,0,0,7
539,1.832,MAGN RESON MATER PHY,7,0,0,0,0,0,0,0,2,0,1,4
540,0.590,MATER TEHNOL,7,0,0,0,0,0,0,0,0,0,0,7
541,2.070,NANO COMMUN NETW,7,0,0,3,0,3,0,0,0,0,0,1
542,0.706,NETWORK-COMP NEURAL,7,0,0,0,0,0,0,0,1,0,1,5
543,4.711,NEUROREHAB NEURAL RE,7,0,0,0,0,0,1,1,0,2,0,3
544,,P 2 INT C 2017 DEVXB,7,0,0,1,0,0,0,0,0,0,0,6
545,,P 2017 9 IEEE INT XB,7,0,0,0,0,0,2,0,0,0,0,5
546,,SEL TOP ELECTR SYST,7,0,0,0,0,0,0,0,0,0,0,7
547,,SMART SENSOR MEAS IN,7,0,0,1,1,0,0,1,0,0,0,4
548,3.117,SURG ENDOSC,7,0,0,0,1,1,1,0,0,0,0,4
549,,2017 4 IEEE UTTXB,6,0,0,0,0,0,0,1,0,0,0,5
550,,2017 GLOB INTXB,6,1,1,1,0,0,0,0,0,0,0,3
551,,2017 IEEE 15 INT SXB,6,0,0,0,1,0,1,0,1,0,0,3
552,,2017 IEEE 2 ADV INXB,6,0,0,0,0,1,0,2,0,0,0,3
553,,2017 IEEE CALC CXB,6,1,1,1,0,0,0,0,1,0,0,2
554,,2017 IEEE INT SXB,6,0,1,0,0,0,0,0,0,0,0,5
555,,2017 INN POW ADVXB,6,0,0,1,0,2,0,1,0,1,0,1
556,,2017 SIGN PROC SXB,6,0,2,0,0,0,1,0,0,0,1,2
557,1.506,ABDOM RADIOL,6,0,0,2,0,2,0,0,1,0,1,0
558,,ACMBCB 2017 P 8 ACXB,6,0,1,1,1,0,0,1,0,0,0,2
559,1.161,ACTA OTO-LARYNGOL,6,0,0,0,0,2,0,0,0,0,0,4
560,0.669,ACTA PHYS SIN-CH ED,6,0,0,0,0,2,1,0,0,1,0,2
561,12.764,ALZHEIMERS DEMENT,6,0,3,3,0,0,0,0,0,0,0,0
562,,ANALOG CIRC SIG PROC,6,0,0,0,0,0,0,0,0,0,0,6
563,10.250,ANN NEUROL,6,0,0,1,1,1,0,0,0,0,0,3
564,2.727,BIOINSPIR BIOMIM,6,0,2,0,0,1,1,0,1,0,0,1
565,2.891,BIOL PSYCHOL,6,0,0,0,0,0,0,0,0,0,0,6
566,2.571,BIOMICROFLUIDICS,6,0,1,1,0,2,1,0,0,1,0,0
567,2.413,BMJ OPEN,6,0,0,0,0,1,1,0,1,1,0,2
568,4.231,BRAIN STRUCT FUNCT,6,0,0,0,1,0,0,0,1,0,0,4
569,1.451,CARDIOVASC ENG TECHN,6,0,0,0,0,1,0,0,0,2,1,2
570,0.824,CHINESE J ANAL CHEM,6,0,0,0,0,2,0,2,0,0,1,1
571,2.046,COMPUT GRAPH FORUM,6,0,0,1,0,0,1,0,0,0,0,4
572,1.352,COMPUT INTELL-US,6,0,0,0,0,0,0,0,0,1,0,5
573,2.757,CURR PHARM DESIGN,6,0,0,0,0,0,0,0,0,1,1,4
574,1.197,ECHOCARDIOGR-J CARD,6,0,0,0,0,0,0,0,0,0,2,4
575,1.683,ENTERP INF SYST-UK,6,0,0,0,1,2,1,0,1,1,0,0
576,2.491,EPILEPSY RES,6,1,0,0,0,1,0,0,1,0,0,3
577,2.401,EUR J APPL PHYSIOL,6,0,0,0,0,0,0,0,0,0,0,6
578,2.991,EUR J PAIN,6,0,0,0,0,0,0,0,1,1,0,4
579,1.639,EURASIP J ADV SIG PR,6,0,0,1,0,0,0,0,0,0,1,4
580,5.553,EXPERT OPIN DRUG DEL,6,0,0,1,1,0,0,1,2,0,1,0
581,,FLUIDS BARRIERS CNS,6,1,2,0,0,0,1,0,0,1,0,1
582,,FRONT PHYS,6,0,0,0,0,1,0,0,0,0,0,5
583,,FRONT PSYCHOL,6,0,1,0,0,0,0,0,1,0,0,4
584,,GLIOBLASTOMAXB,6,0,0,1,0,0,1,2,0,0,0,2
585,,ICPR P 6 INT C PATXB,6,0,0,2,0,0,0,0,0,0,0,4
586,2.893,IEEE GEOSCI REMOTE S,6,0,0,1,0,0,1,0,1,0,0,3
587,,IEEE INT CONF INTELL,6,0,0,0,0,0,0,1,0,0,1,4
588,,IEEE SOUTHEASTCON,6,0,1,1,0,0,0,0,0,0,0,4
589,4.337,IEEE SYST J,6,0,0,0,0,2,0,0,1,0,1,2
590,1.802,IEEE T CONSUM ELECTR,6,0,0,1,0,0,0,0,0,0,0,5
591,5.824,IEEE T INF FOREN SEC,6,0,0,0,1,1,0,0,0,0,1,3
592,1.440,IEEE T NUCL SCI,6,0,0,0,1,0,0,0,0,0,1,4
593,9.455,IEEE T PATTERN ANAL,6,1,0,0,0,0,3,0,1,0,0,1
594,1.395,IET CIRC DEVICE SYST,6,0,0,0,2,1,0,0,1,0,0,2
595,1.739,IET MICROW ANTENNA P,6,0,2,0,1,0,0,0,0,0,1,2
596,1.851,INFRARED PHYS TECHN,6,0,1,0,0,0,0,1,0,1,0,3
597,,INT C AFFECT,6,1,0,0,1,0,0,1,1,0,0,2
598,,INT C INDOOR POSIT,6,0,0,0,0,0,0,0,4,0,0,2
599,,INT C MACH LEARN,6,0,2,0,0,0,1,0,0,0,1,2
600,,INT CON DISTR COMP S,6,1,1,1,0,0,2,0,0,0,0,1
601,2.000,INT J COMPUT INT SYS,6,0,0,1,1,2,0,0,0,0,0,2
602,1.787,INT J DISTRIB SENS N,6,0,0,1,1,1,1,2,0,0,0,0
603,,INT J INTERACT MULTI,6,0,0,0,0,1,0,0,0,0,0,5
604,1.125,INVERSE PROBL SCI EN,6,0,0,0,0,0,0,0,0,0,0,6
605,,J ADV COMPUT INTELL,6,0,0,0,0,0,1,0,0,0,1,4
606,0.431,J COMMUN TECHNOL EL+,6,0,0,0,0,0,0,0,0,0,0,6
607,0.852,J EYE MOVEMENT RES,6,0,0,0,0,0,0,0,1,0,0,5
608,0.535,J IMAGING SCI TECHN,6,0,0,0,2,0,0,1,0,0,0,3
609,0.662,J INTEGR NEUROSCI,6,0,0,0,0,0,0,1,0,0,0,5
